epoch,train_or_val,batch,anatomy_axis,loss,time
0,train,218,"['Vagina_axis0', 'Parametrium_axis0', 'Vagina_axis2']",0.22700539231300354,0.028408288955688477
0,train,219,"['CTVn_axis2', 'CTVp_axis2', 'Parametrium_axis1']",0.4710727334022522,0.01746201515197754
0,train,220,"['CTVn_axis0', 'Bladder_axis2', 'Uterus_axis1']",0.30481669306755066,0.020964384078979492
0,train,221,"['CTVn_axis1', 'CTVp_axis1', 'Parametrium_axis2']",0.20705871284008026,0.020067691802978516
0,train,222,"['CTVn_axis1', 'CTVp_axis0', 'CTVn_axis2']",0.3975021541118622,0.02565598487854004
0,train,223,"['Parametrium_axis2', 'CTVn_axis2', 'Parametrium_axis2']",0.2560097575187683,0.019600868225097656
0,train,224,"['Vagina_axis1', 'CTVp_axis1', 'Bladder_axis2']",0.25314638018608093,0.023720502853393555
0,train,225,"['Vagina_axis0', 'CTVn_axis0', 'Parametrium_axis1']",0.2149031013250351,0.02071380615234375
0,train,226,"['Anorectum_axis1', 'CTVp_axis1', 'CTVp_axis1']",0.2255566567182541,0.021315813064575195
0,train,227,"['Anorectum_axis0', 'CTVn_axis0', 'Bladder_axis2']",0.399496853351593,0.025587081909179688
0,train,228,"['Anorectum_axis2', 'Vagina_axis2', 'CTVp_axis1']",0.23291094601154327,0.021326780319213867
0,train,229,"['Anorectum_axis1', 'Anorectum_axis2', 'Anorectum_axis2']",0.479253351688385,0.02052783966064453
0,train,230,"['Uterus_axis1', 'CTVp_axis2', 'Parametrium_axis0']",0.17513494193553925,0.022985219955444336
0,train,231,"['Uterus_axis0', 'Uterus_axis0', 'Bladder_axis0']",0.4556559920310974,0.020972728729248047
0,train,232,"['Parametrium_axis1', 'Vagina_axis1', 'CTVn_axis0']",0.27630314230918884,0.02289128303527832
0,train,233,"['Anorectum_axis2', 'CTVn_axis0', 'Parametrium_axis0']",0.24886661767959595,0.01867532730102539
0,train,234,"['Bladder_axis1', 'Parametrium_axis1', 'Parametrium_axis1']",0.24743108451366425,0.019310712814331055
0,train,235,"['Vagina_axis1', 'CTVn_axis0', 'Bladder_axis0']",0.3682701289653778,0.02257227897644043
